prefix,bits,registry,vendor
0030B6,24,MA-L,"Cisco Systems, Inc"
0030B7,24,MA-L,"Teletrol Systems, Inc."
0030B8,24,MA-L,RiverDelta Networks
0030B9,24,MA-L,ECTEL
0030BA,24,MA-L,"AC&T SYSTEM CO., LTD."
0030BB,24,MA-L,"CacheFlow, Inc."
0030BC,24,MA-L,Optronic AG
0030BD,24,MA-L,BELKIN COMPONENTS
0030BE,24,MA-L,"City-Net Technology, Inc."
0030BF,24,MA-L,MULTIDATA GMBH
0030C0,24,MA-L,"Lara Technology, Inc."
0030C1,24,MA-L,Hewlett Packard
0030C2,24,MA-L,COMONE
0030C3,24,MA-L,FLUECKIGER ELEKTRONIK AG
0030C4,24,MA-L,Canon Imaging Systems Inc.
0030C5,24,MA-L,"CADENCE DESIGN SYSTEMS, INC."
0030C6,24,MA-L,"CONTROL SOLUTIONS, INC."
0030C7,24,MA-L,Macromate Corp.
0030C8,24,MA-L,"GAD LINE, LTD."
0030C9,24,MA-L,"LuxN, N"
0030CA,24,MA-L,Discovery Com
0030CB,24,MA-L,"OMNI FLOW COMPUTERS, INC."
0030CC,24,MA-L,"Tenor Networks, Inc."
0030CD,24,MA-L,"CONEXANT SYSTEMS, INC."
0030CE,24,MA-L,Zaffire
0030CF,24,MA-L,"TWO TECHNOLOGIES, INC."
0030D0,24,MA-L,Tellabs
0030D1,24,MA-L,INOVA CORPORATION
0030D2,24,MA-L,"WIN TECHNOLOGIES, CO., LTD."
0030D3,24,MA-L,"Agilent Technologies, Inc."
0030D4,24,MA-L,"AAE Systems, Inc."
0030D5,24,MA-L,DResearch GmbH
0030D6,24,MA-L,MSC VERTRIEBS GMBH
0030D7,24,MA-L,"Innovative Systems, L.L.C."
0030D8,24,MA-L,SITEK
0030D9,24,MA-L,DATACORE SOFTWARE CORP.
0030DA,24,MA-L,Comtrend Corporation
0030DB,24,MA-L,"Mindready Solutions, Inc."
0030DC,24,MA-L,RIGHTECH CORPORATION
0030DD,24,MA-L,INDIGITA CORPORATION
0030DE,24,MA-L,WAGO Kontakttechnik GmbH
0030DF,24,MA-L,KB/TEL TELECOMUNICACIONES
0030E0,24,MA-L,OXFORD SEMICONDUCTOR LTD.
0030E1,24,MA-L,"Network Equipment Technologies, Inc."
0030E2,24,MA-L,"GARNET SYSTEMS CO., LTD."
0030E3,24,MA-L,SEDONA NETWORKS CORP.
0030E4,24,MA-L,CHIYODA SYSTEM RIKEN
0030E5,24,MA-L,Amper Datos S.A.
0030E6,24,MA-L,"Draeger Medical Systems, Inc."
0030E7,24,MA-L,"CNF MOBILE SOLUTIONS, INC."
0030E8,24,MA-L,ENSIM CORP.
0030E9,24,MA-L,GMA COMMUNICATION MANUFACT'G
0030EA,24,MA-L,TeraForce Technology Corporation
0030EB,24,MA-L,"TURBONET COMMUNICATIONS, INC."
0030EC,24,MA-L,BORGARDT
0030ED,24,MA-L,Expert Magnetics Corp.
0030EE,24,MA-L,"DSG Technology, Inc."
0030EF,24,MA-L,"NEON TECHNOLOGY, INC."
0030F0,24,MA-L,Uniform Industrial Corp.
0030F1,24,MA-L,Accton Technology Corp
0030F2,24,MA-L,"Cisco Systems, Inc"
0030F3,24,MA-L,At Work Computers
0030F4,24,MA-L,STARDOT TECHNOLOGIES
0030F5,24,MA-L,Wild Lab. Ltd.
0030F6,24,MA-L,SECURELOGIX CORPORATION
0030F7,24,MA-L,RAMIX INC.
0030F8,24,MA-L,"Dynapro Systems, Inc."
0030F9,24,MA-L,"Sollae Systems Co., Ltd."
0030FA,24,MA-L,"TELICA, INC."
0030FB,24,MA-L,AZS Technology AG
0030FC,24,MA-L,"Terawave Communications, Inc."
0030FD,24,MA-L,INTEGRATED SYSTEMS DESIGN
0030FE,24,MA-L,DSA GmbH
0030FF,24,MA-L,DataFab Systems Inc.
003126,24,MA-L,Nokia
003146,24,MA-L,Juniper Networks
003192,24,MA-L,TP-Link Systems Inc
003217,24,MA-L,"Cisco Systems, Inc"
00323A,24,MA-L,so-logic
003358,24,MA-L,Ruckus Wireless
00336C,24,MA-L,SynapSense Corporation
00337A,24,MA-L,Tuya Smart Inc.
0034A1,24,MA-L,RF-LAMBDA USA INC.
0034DA,24,MA-L,LG Electronics (Mobile Communications)
0034F1,24,MA-L,"Radicom Research, Inc."
0034FE,24,MA-L,"HUAWEI TECHNOLOGIES CO.,LTD"
00351A,24,MA-L,"Cisco Systems, Inc"
003532,24,MA-L,Electro-Metrics Corporation
003560,24,MA-L,Rosen Aviation
0035FF,24,MA-L,Texas Instruments
003676,24,MA-L,Commscope
0036BE,24,MA-L,Northwest Towers
0036D7,24,MA-L,Keltron IOT Corp.
0036F8,24,MA-L,Conti Temic microelectronic GmbH
0036FE,24,MA-L,SuperVision
00376D,24,MA-L,"Murata Manufacturing Co., Ltd."
0037B7,24,MA-L,Sagemcom Broadband SAS
0038DF,24,MA-L,"Cisco Systems, Inc"
003969,24,MA-L,Air-Weigh Incorporated
003A7D,24,MA-L,"Cisco Systems, Inc"
003A98,24,MA-L,"Cisco Systems, Inc"
003A99,24,MA-L,"Cisco Systems, Inc"
003A9A,24,MA-L,"Cisco Systems, Inc"
003A9B,24,MA-L,"Cisco Systems, Inc"
003A9C,24,MA-L,"Cisco Systems, Inc"
003A9D,24,MA-L,"NEC Platforms, Ltd."
003AAF,24,MA-L,BlueBit Ltd.
003C10,24,MA-L,"Cisco Systems, Inc"
003C84,24,MA-L,Silicon Laboratories
003CB7,24,MA-L,AzureWave Technology Inc.
003CC5,24,MA-L,"WONWOO Engineering Co., Ltd"
003D41,24,MA-L,Hatteland Computer AS
003DE1,24,MA-L,"Huawei Device Co., Ltd."
003DE8,24,MA-L,LG Electronics (Mobile Communications)
003E73,24,MA-L,"Mist Systems, Inc."
003EE1,24,MA-L,"Apple, Inc."
003F10,24,MA-L,"Shenzhen GainStrong Technology Co., Ltd."
004000,24,MA-L,PCI COMPONENTES DA AMZONIA LTD
004001,24,MA-L,Zero One Technology Co. Ltd.
004002,24,MA-L,PERLE SYSTEMS LIMITED
004003,24,MA-L,"Emerson Process Management Power & Water Solutions, Inc."
004004,24,MA-L,ICM CO. LTD.
004005,24,MA-L,ANI COMMUNICATIONS INC.
004006,24,MA-L,SAMPO TECHNOLOGY CORPORATION
004007,24,MA-L,TELMAT INFORMATIQUE
004008,24,MA-L,A PLUS INFO CORPORATION
004009,24,MA-L,"TACHIBANA TECTRON CO., LTD."
00400A,24,MA-L,"PIVOTAL TECHNOLOGIES, INC."
00400B,24,MA-L,"Cisco Systems, Inc"
00400C,24,MA-L,"GENERAL MICRO SYSTEMS, INC."
00400D,24,MA-L,"LANNET DATA COMMUNICATIONS,LTD"
00400E,24,MA-L,"MEMOTEC, INC."
00400F,24,MA-L,DATACOM TECHNOLOGIES
004010,24,MA-L,"SONIC SYSTEMS, INC."
004011,24,MA-L,ANDOVER CONTROLS CORPORATION
004012,24,MA-L,"WINDATA, INC."
004013,24,MA-L,NTT DATA COMM. SYSTEMS CORP.
004014,24,MA-L,COMSOFT GMBH
004015,24,MA-L,ASCOM INFRASYS AG
004016,24,MA-L,ADC - Global Connectivity Solutions Division
004017,24,MA-L,Silex Technology America
004018,24,MA-L,"ADOBE SYSTEMS, INC."
004019,24,MA-L,"AEON SYSTEMS, INC."
00401A,24,MA-L,"FUJI ELECTRIC CO., LTD."
00401B,24,MA-L,PRINTER SYSTEMS CORP.
00401C,24,MA-L,"AST RESEARCH, INC."
00401D,24,MA-L,"INVISIBLE SOFTWARE, INC."
00401E,24,MA-L,ICC
00401F,24,MA-L,COLORGRAPH LTD
004020,24,MA-L,CommScope Inc
004021,24,MA-L,RASTER GRAPHICS
004022,24,MA-L,"KLEVER COMPUTERS, INC."
004023,24,MA-L,LOGIC CORPORATION
004024,24,MA-L,COMPAC INC.
004025,24,MA-L,MOLECULAR DYNAMICS
004026,24,MA-L,BUFFALO.INC
004027,24,MA-L,"SMC MASSACHUSETTS, INC."
004028,24,MA-L,NETCOMM LIMITED
004029,24,MA-L,Compex
00402A,24,MA-L,Canoga Perkins Corporation
00402B,24,MA-L,"TRIGEM COMPUTER, INC."
00402C,24,MA-L,"ISIS DISTRIBUTED SYSTEMS, INC."
00402D,24,MA-L,HARRIS ADACOM CORPORATION
00402E,24,MA-L,"PRECISION SOFTWARE, INC."
00402F,24,MA-L,XLNT DESIGNS INC.
004030,24,MA-L,GK COMPUTER
004031,24,MA-L,KOKUSAI DENKI Electric Inc.
004032,24,MA-L,DIGITAL COMMUNICATIONS
004033,24,MA-L,"ADDTRON TECHNOLOGY CO., LTD."
004034,24,MA-L,BUSTEK CORPORATION
004035,24,MA-L,OPCOM
004036,24,MA-L,Minim Inc.
004037,24,MA-L,"SEA-ILAN, INC."
004038,24,MA-L,TALENT ELECTRIC INCORPORATED
004039,24,MA-L,"OPTEC DAIICHI DENKO CO., LTD."
00403A,24,MA-L,IMPACT TECHNOLOGIES
00403B,24,MA-L,SYNERJET INTERNATIONAL CORP.
00403C,24,MA-L,"FORKS, INC."
00403D,24,MA-L,Teradata Corporation
00403E,24,MA-L,RASTER OPS CORPORATION
00403F,24,MA-L,SSANGYONG COMPUTER SYSTEMS
004040,24,MA-L,"RING ACCESS, INC."
004041,24,MA-L,FUJIKURA LTD.
004042,24,MA-L,N.A.T. GMBH
004043,24,MA-L,Nokia Siemens Networks GmbH & Co. KG.
004044,24,MA-L,"QNIX COMPUTER CO., LTD."
004045,24,MA-L,TWINHEAD CORPORATION
004046,24,MA-L,UDC RESEARCH LIMITED
004047,24,MA-L,WIND RIVER SYSTEMS
004048,24,MA-L,SMD INFORMATICA S.A.
004049,24,MA-L,Roche Diagnostics International Ltd.
00404A,24,MA-L,WEST AUSTRALIAN DEPARTMENT
00404B,24,MA-L,MAPLE COMPUTER SYSTEMS
00404C,24,MA-L,HYPERTEC PTY LTD.
00404D,24,MA-L,TELECOMMUNICATIONS TECHNIQUES
00404E,24,MA-L,"FLUENT, INC."
00404F,24,MA-L,SPACE & NAVAL WARFARE SYSTEMS
004050,24,MA-L,"IRONICS, INCORPORATED"
004051,24,MA-L,Garbee and Garbee
004052,24,MA-L,"STAR TECHNOLOGIES, INC."
004053,24,MA-L,AMPRO COMPUTERS
004054,24,MA-L,CONNECTION MACHINES SERVICES
004055,24,MA-L,METRONIX GMBH
004056,24,MA-L,MCM JAPAN LTD.
004057,24,MA-L,LOCKHEED - SANDERS
004058,24,MA-L,UKG
004059,24,MA-L,YOSHIDA KOGYO K. K.
00405A,24,MA-L,GOLDSTAR INFORMATION & COMM.
00405B,24,MA-L,FUNASSET LIMITED
00405C,24,MA-L,"FUTURE SYSTEMS, INC."
00405D,24,MA-L,"STAR-TEK, INC."
00405E,24,MA-L,NORTH HILLS ISRAEL
00405F,24,MA-L,AFE COMPUTERS LTD.
004060,24,MA-L,COMENDEC LTD
004061,24,MA-L,"DATATECH ENTERPRISES CO., LTD."
004062,24,MA-L,"E-SYSTEMS, INC./GARLAND DIV."
004063,24,MA-L,"VIA TECHNOLOGIES, INC."
004064,24,MA-L,KLA INSTRUMENTS CORPORATION
004065,24,MA-L,GTE SPACENET
004066,24,MA-L,APRESIA Systems Ltd
004067,24,MA-L,OMNIBYTE CORPORATION
004068,24,MA-L,EXTENDED SYSTEMS
004069,24,MA-L,"LEMCOM SYSTEMS, INC."
00406A,24,MA-L,"KENTEK INFORMATION SYSTEMS,INC"
00406B,24,MA-L,SYSGEN
00406C,24,MA-L,COPERNIQUE
00406D,24,MA-L,"LANCO, INC."
00406E,24,MA-L,"COROLLARY, INC."
00406F,24,MA-L,SYNC RESEARCH INC.
004070,24,MA-L,"INTERWARE CO., LTD."
004071,24,MA-L,ATM COMPUTER GMBH
004072,24,MA-L,Applied Innovation Inc.
004073,24,MA-L,BASS ASSOCIATES
004074,24,MA-L,CABLE AND WIRELESS
004075,24,MA-L,Tattile SRL
004076,24,MA-L,Sun Conversion Technologies
004077,24,MA-L,MAXTON TECHNOLOGY CORPORATION
004078,24,MA-L,WEARNES AUTOMATION PTE LTD
004079,24,MA-L,"JUKO MANUFACTURE COMPANY, LTD."
00407A,24,MA-L,SOCIETE D'EXPLOITATION DU CNIT
00407B,24,MA-L,SCIENTIFIC ATLANTA
00407C,24,MA-L,QUME CORPORATION
00407D,24,MA-L,EXTENSION TECHNOLOGY CORP.
00407E,24,MA-L,"EVERGREEN SYSTEMS, INC."
00407F,24,MA-L,FLIR Systems
004080,24,MA-L,ATHENIX CORPORATION
004081,24,MA-L,MANNESMANN SCANGRAPHIC GMBH
004082,24,MA-L,LABORATORY EQUIPMENT CORP.
004083,24,MA-L,TDA INDUSTRIA DE PRODUTOS
004084,24,MA-L,Honeywell
004085,24,MA-L,SAAB INSTRUMENTS AB
004086,24,MA-L,MICHELS & KLEBERHOFF COMPUTER
004087,24,MA-L,UBITREX CORPORATION
004088,24,MA-L,"MOBIUS TECHNOLOGIES, INC."
004089,24,MA-L,MEIDENSHA CORPORATION
00408A,24,MA-L,TPS TELEPROCESSING SYS. GMBH
00408B,24,MA-L,RAYLAN CORPORATION
00408C,24,MA-L,Axis Communications AB
00408D,24,MA-L,THE GOODYEAR TIRE & RUBBER CO.
00408E,24,MA-L,Tattile SRL
00408F,24,MA-L,WM-DATA MINFO AB
004090,24,MA-L,ANSEL COMMUNICATIONS
004091,24,MA-L,PROCOMP INDUSTRIA ELETRONICA
004092,24,MA-L,"ASP COMPUTER PRODUCTS, INC."
004093,24,MA-L,PAXDATA NETWORKS LTD.
004094,24,MA-L,"SHOGRAPHICS, INC."
004095,24,MA-L,R.P.T. INTERGROUPS INT'L LTD.
004096,24,MA-L,"Cisco Systems, Inc"
004097,24,MA-L,DATEX DIVISION OF
004098,24,MA-L,DRESSLER GMBH & CO.
004099,24,MA-L,NEWGEN SYSTEMS CORP.
00409A,24,MA-L,"NETWORK EXPRESS, INC."
00409B,24,MA-L,HAL COMPUTER SYSTEMS INC.
00409C,24,MA-L,TRANSWARE
00409D,24,MA-L,DigiBoard
00409E,24,MA-L,Concurrent Technologies Ltd.
00409F,24,MA-L,"Telco Systems, Inc."
0040A0,24,MA-L,"GOLDSTAR CO., LTD."
0040A1,24,MA-L,ERGO COMPUTING
0040A2,24,MA-L,KINGSTAR TECHNOLOGY INC.
0040A3,24,MA-L,MICROUNITY SYSTEMS ENGINEERING
0040A4,24,MA-L,ROSE ELECTRONICS
0040A5,24,MA-L,CLINICOMP INTL.
0040A6,24,MA-L,"Cray, Inc."
0040A7,24,MA-L,ITAUTEC PHILCO S.A.
0040A8,24,MA-L,IMF INTERNATIONAL LTD.
0040A9,24,MA-L,DATACOM INC.
0040AA,24,MA-L,Valmet Automation
0040AB,24,MA-L,ROLAND DG CORPORATION
0040AC,24,MA-L,"SUPER WORKSTATION, INC."
0040AD,24,MA-L,SMA REGELSYSTEME GMBH
0040AE,24,MA-L,"DELTA CONTROLS, INC."
0040AF,24,MA-L,"DIGITAL PRODUCTS, INC."
0040B0,24,MA-L,"BYTEX CORPORATION, ENGINEERING"
0040B1,24,MA-L,CODONICS INC.
0040B2,24,MA-L,SYSTEMFORSCHUNG
0040B3,24,MA-L,ParTech Inc.
0040B4,24,MA-L,NEXTCOM K.K.
0040B5,24,MA-L,VIDEO TECHNOLOGY COMPUTERS LTD
0040B6,24,MA-L,COMPUTERM  CORPORATION
0040B7,24,MA-L,STEALTH COMPUTER SYSTEMS
0040B8,24,MA-L,IDEA ASSOCIATES
0040B9,24,MA-L,MACQ ELECTRONIQUE SA
0040BA,24,MA-L,ALLIANT COMPUTER SYSTEMS CORP.
0040BB,24,MA-L,"GOLDSTAR CABLE CO., LTD."
0040BC,24,MA-L,ALGORITHMICS LTD.
0040BD,24,MA-L,"STARLIGHT NETWORKS, INC."
0040BE,24,MA-L,BOEING DEFENSE & SPACE
0040BF,24,MA-L,CHANNEL SYSTEMS INTERN'L INC.
0040C0,24,MA-L,VISTA CONTROLS CORPORATION
0040C1,24,MA-L,BIZERBA-WERKE WILHEIM KRAUT
0040C2,24,MA-L,APPLIED COMPUTING DEVICES
0040C3,24,MA-L,FISCHER AND PORTER CO.
0040C4,24,MA-L,KINKEI SYSTEM CORPORATION
0040C5,24,MA-L,MICOM COMMUNICATIONS INC.
0040C6,24,MA-L,"FIBERNET RESEARCH, INC."
0040C7,24,MA-L,RUBY TECH CORPORATION
0040C8,24,MA-L,MILAN TECHNOLOGY CORPORATION
0040C9,24,MA-L,NCUBE
0040CA,24,MA-L,"FIRST INTERNAT'L COMPUTER, INC"
0040CB,24,MA-L,LANWAN TECHNOLOGIES
0040CC,24,MA-L,SILCOM MANUF'G TECHNOLOGY INC.
0040CD,24,MA-L,"TERA MICROSYSTEMS, INC."
0040CE,24,MA-L,"NET-SOURCE, INC."
0040CF,24,MA-L,"STRAWBERRY TREE, INC."
0040D0,24,MA-L,MITAC INTERNATIONAL CORP.
0040D1,24,MA-L,"FUKUDA DENSHI CO., LTD."
0040D2,24,MA-L,PAGINE CORPORATION
0040D3,24,MA-L,KIMPSION INTERNATIONAL CORP.
0040D4,24,MA-L,GAGE TALKER CORP.
0040D5,24,MA-L,Sartorius Mechatronics T&H GmbH
0040D6,24,MA-L,LOCAMATION B.V.
0040D7,24,MA-L,STUDIO GEN INC.
0040D8,24,MA-L,OCEAN OFFICE AUTOMATION LTD.
0040D9,24,MA-L,AMERICAN MEGATRENDS INC.
0040DA,24,MA-L,TELSPEC LTD
0040DB,24,MA-L,ADVANCED TECHNICAL SOLUTIONS
0040DC,24,MA-L,TRITEC ELECTRONIC GMBH
0040DD,24,MA-L,HONG TECHNOLOGIES
0040DE,24,MA-L,Elsag Datamat spa
0040DF,24,MA-L,"DIGALOG SYSTEMS, INC."
0040E0,24,MA-L,ATOMWIDE LTD.
0040E1,24,MA-L,"MARNER INTERNATIONAL, INC."
0040E2,24,MA-L,"MESA RIDGE TECHNOLOGIES, INC."
0040E3,24,MA-L,QUIN SYSTEMS LTD
0040E4,24,MA-L,"E-M TECHNOLOGY, INC."
0040E5,24,MA-L,SYBUS CORPORATION
0040E6,24,MA-L,C.A.E.N.
0040E7,24,MA-L,ARNOS INSTRUMENTS & COMPUTER
0040E8,24,MA-L,"CHARLES RIVER DATA SYSTEMS,INC"
0040E9,24,MA-L,"ACCORD SYSTEMS, INC."
0040EA,24,MA-L,PLAIN TREE SYSTEMS INC
0040EB,24,MA-L,MARTIN MARIETTA CORPORATION
0040EC,24,MA-L,MIKASA SYSTEM ENGINEERING
0040ED,24,MA-L,NETWORK CONTROLS INT'NATL INC.
0040EE,24,MA-L,OPTIMEM
0040EF,24,MA-L,"HYPERCOM, INC."
0040F0,24,MA-L,"MicroBrain,Inc."
0040F1,24,MA-L,"CHUO ELECTRONICS CO., LTD."
0040F2,24,MA-L,JANICH & KLASS COMPUTERTECHNIK
0040F3,24,MA-L,NETCOR
0040F4,24,MA-L,"CAMEO COMMUNICATIONS, INC."
0040F5,24,MA-L,OEM ENGINES
0040F6,24,MA-L,KATRON COMPUTERS INC.
0040F7,24,MA-L,Polaroid Corporation
0040F8,24,MA-L,SYSTEMHAUS DISCOM
0040F9,24,MA-L,COMBINET
0040FA,24,MA-L,"MICROBOARDS, INC."
0040FB,24,MA-L,CASCADE COMMUNICATIONS
0040FC,24,MA-L,IBR COMPUTER TECHNIK GMBH
0040FD,24,MA-L,LXE
0040FE,24,MA-L,SYMPLEX COMMUNICATIONS
0040FF,24,MA-L,TELEBIT CORPORATION
00410E,24,MA-L,CLOUD NETWORK TECHNOLOGY SINGAPORE PTE. LTD.
0041B4,24,MA-L,"Wuxi Zhongxing Optoelectronics Technology Co.,Ltd."
0041D2,24,MA-L,"Cisco Systems, Inc"
004238,24,MA-L,Intel Corporate
004252,24,MA-L,RLX Technologies
00425A,24,MA-L,"Cisco Systems, Inc"
004268,24,MA-L,"Cisco Systems, Inc"
004279,24,MA-L,"Sunitec Enterprise Co.,Ltd"
0043FF,24,MA-L,KETRON S.R.L.
004501,24,MA-L,Midmark RTLS
00451D,24,MA-L,"Cisco Systems, Inc"
0045E2,24,MA-L,CyberTAN Technology Inc.
00464B,24,MA-L,"HUAWEI TECHNOLOGIES CO.,LTD"
004A77,24,MA-L,zte corporation
004B0D,24,MA-L,"Huawei Device Co., Ltd."
004B12,24,MA-L,Espressif Inc.
004BF3,24,MA-L,"SHENZHEN MERCURY COMMUNICATION TECHNOLOGIES CO.,LTD."
004CE5,24,MA-L,"Sichuan Tianyi Comheart Telecom Co.,LTD"
004D32,24,MA-L,"Andon Health Co.,Ltd."
004E01,24,MA-L,Dell Inc.
004E35,24,MA-L,Hewlett Packard Enterprise
004F1A,24,MA-L,"HUAWEI TECHNOLOGIES CO.,LTD"
005000,24,MA-L,"NEXO COMMUNICATIONS, INC."
005001,24,MA-L,YAMASHITA SYSTEMS CORP.
005002,24,MA-L,OMNISEC AG
005003,24,MA-L,Xrite Inc
005004,24,MA-L,3COM
005006,24,MA-L,TAC AB
005007,24,MA-L,SIEMENS TELECOMMUNICATION SYSTEMS LIMITED
005008,24,MA-L,TIVA MICROCOMPUTER CORP. (TMC)
005009,24,MA-L,PHILIPS BROADBAND NETWORKS
00500A,24,MA-L,"IRIS TECHNOLOGIES, INC."
00500B,24,MA-L,"Cisco Systems, Inc"
00500C,24,MA-L,"e-Tek Labs, Inc."
00500D,24,MA-L,"SATORI ELECTORIC CO., LTD."
00500E,24,MA-L,"CHROMATIS NETWORKS, INC."
00500F,24,MA-L,"Cisco Systems, Inc"
005010,24,MA-L,"NovaNET Learning, Inc."
005012,24,MA-L,CBL - GMBH
005013,24,MA-L,Seagate Cloud Systems Inc
005014,24,MA-L,"Cisco Systems, Inc"
005015,24,MA-L,BRIGHT STAR ENGINEERING
005016,24,MA-L,Molex Canada Ltd
005017,24,MA-L,RSR S.R.L.
005018,24,MA-L,"AMIT, Inc."
005019,24,MA-L,"SPRING TIDE NETWORKS, INC."
00501A,24,MA-L,IQinVision
00501B,24,MA-L,"ABL CANADA, INC."
00501C,24,MA-L,"JATOM SYSTEMS, INC."
00501E,24,MA-L,"Grass Valley, A Belden Brand"
00501F,24,MA-L,"MRG SYSTEMS, LTD."
005020,24,MA-L,"MEDIASTAR CO., LTD."
005021,24,MA-L,"EIS INTERNATIONAL, INC."
005022,24,MA-L,"ZONET TECHNOLOGY, INC."
005023,24,MA-L,"PG DESIGN ELECTRONICS, INC."
005024,24,MA-L,"NAVIC SYSTEMS, INC."
005026,24,MA-L,"COSYSTEMS, INC."
005027,24,MA-L,GENICOM CORPORATION
005028,24,MA-L,AVAL COMMUNICATIONS
005029,24,MA-L,1394 PRINTER WORKING GROUP
00502A,24,MA-L,"Cisco Systems, Inc"
00502B,24,MA-L,GENRAD LTD.
00502C,24,MA-L,"SOYO COMPUTER, INC."
00502D,24,MA-L,"ACCEL, INC."
00502E,24,MA-L,CAMBEX CORPORATION
00502F,24,MA-L,"TollBridge Technologies, Inc."
005030,24,MA-L,FUTURE PLUS SYSTEMS
005031,24,MA-L,"AEROFLEX LABORATORIES, INC."
005032,24,MA-L,"PICAZO COMMUNICATIONS, INC."
005033,24,MA-L,MAYAN NETWORKS
005036,24,MA-L,"NETCAM, LTD."
005037,24,MA-L,KOGA ELECTRONICS CO.
005038,24,MA-L,"DAIN TELECOM CO., LTD."
005039,24,MA-L,MARINER NETWORKS
00503A,24,MA-L,DATONG ELECTRONICS LTD.
00503B,24,MA-L,MEDIAFIRE CORPORATION
00503C,24,MA-L,TSINGHUA NOVEL ELECTRONICS
00503E,24,MA-L,"Cisco Systems, Inc"
00503F,24,MA-L,ANCHOR GAMES
005040,24,MA-L,"Panasonic Electric Works Co., Ltd."
005041,24,MA-L,Coretronic Corporation
005042,24,MA-L,"SCI MANUFACTURING SINGAPORE PTE, LTD."
005043,24,MA-L,"MARVELL SEMICONDUCTOR, INC."
005044,24,MA-L,ASACA CORPORATION
005045,24,MA-L,"RIOWORKS SOLUTIONS, INC."
005046,24,MA-L,"MENICX INTERNATIONAL CO., LTD."
005047,24,MA-L,Private
005048,24,MA-L,INFOLIBRIA
005049,24,MA-L,Arbor Networks Inc
00504A,24,MA-L,ELTECO A.S.
00504B,24,MA-L,BARCONET N.V.
00504C,24,MA-L,Galil Motion Control
00504D,24,MA-L,Tokyo Electron Device Limited
00504E,24,MA-L,SIERRA MONITOR CORP.
00504F,24,MA-L,OLENCOM ELECTRONICS
005050,24,MA-L,"Cisco Systems, Inc"
005051,24,MA-L,"IWATSU ELECTRIC CO., LTD."
005052,24,MA-L,"TIARA NETWORKS, INC."
005053,24,MA-L,"Cisco Systems, Inc"
005054,24,MA-L,"Cisco Systems, Inc"
005055,24,MA-L,DOMS A/S
005056,24,MA-L,"VMware, Inc."
005057,24,MA-L,BROADBAND ACCESS SYSTEMS
005058,24,MA-L,Sangoma Technologies
005059,24,MA-L,iBAHN
00505A,24,MA-L,"NETWORK ALCHEMY, INC."
00505B,24,MA-L,"KAWASAKI LSI U.S.A., INC."
00505C,24,MA-L,TUNDO CORPORATION
00505E,24,MA-L,DIGITEK MICROLOGIC S.A.
00505F,24,MA-L,BRAND INNOVATORS
005060,24,MA-L,TANDBERG TELECOM AS
005062,24,MA-L,KOUWELL ELECTRONICS CORP.  **
005063,24,MA-L,OY COMSEL SYSTEM AB
005064,24,MA-L,CAE ELECTRONICS
005065,24,MA-L,TDK-Lambda Corporation
005066,24,MA-L,AtecoM GmbH advanced telecomunication modules
005067,24,MA-L,"AEROCOMM, INC."
005068,24,MA-L,ELECTRONIC INDUSTRIES ASSOCIATION
005069,24,MA-L,PixStream Incorporated
00506A,24,MA-L,"EDEVA, INC."
00506B,24,MA-L,SPX-ATEG
00506C,24,MA-L,Beijer Electronics Products AB
00506D,24,MA-L,VIDEOJET SYSTEMS
00506E,24,MA-L,CORDER ENGINEERING CORPORATION
00506F,24,MA-L,G-CONNECT
005070,24,MA-L,"CHAINTECH COMPUTER CO., LTD."
005071,24,MA-L,"AIWA CO., LTD."
005072,24,MA-L,CORVIS CORPORATION
005073,24,MA-L,"Cisco Systems, Inc"
005074,24,MA-L,ADVANCED HI-TECH CORP.
005075,24,MA-L,KESTREL SOLUTIONS
005076,24,MA-L,IBM Corp
005077,24,MA-L,"PROLIFIC TECHNOLOGY, INC."
005078,24,MA-L,"MEGATON HOUSE, LTD."
005079,24,MA-L,Private
00507A,24,MA-L,"XPEED, INC."
00507B,24,MA-L,MERLOT COMMUNICATIONS
00507C,24,MA-L,VIDEOCON AG
00507D,24,MA-L,IFP
00507E,24,MA-L,NEWER TECHNOLOGY
00507F,24,MA-L,DrayTek Corp.
005080,24,MA-L,"Cisco Systems, Inc"
005081,24,MA-L,"MURATA MACHINERY, LTD."
005082,24,MA-L,FORESSON CORPORATION
005083,24,MA-L,"GILBARCO, INC."
005084,24,MA-L,Quantum Corp.
005086,24,MA-L,"TELKOM SA, LTD."
005087,24,MA-L,"TERASAKI ELECTRIC CO., LTD."
005088,24,MA-L,AMANO CORPORATION
005089,24,MA-L,SAFETY MANAGEMENT SYSTEMS
00508B,24,MA-L,Hewlett Packard
00508C,24,MA-L,RSI SYSTEMS
00508D,24,MA-L,ABIT COMPUTER CORPORATION
00508E,24,MA-L,"OPTIMATION, INC."
00508F,24,MA-L,ASITA TECHNOLOGIES INT'L LTD.
005090,24,MA-L,DCTRI
005091,24,MA-L,"NETACCESS, INC."
005092,24,MA-L,Rigaku Corporation Osaka Plant
005093,24,MA-L,BOEING
005094,24,MA-L,Commscope
005095,24,MA-L,PERACOM NETWORKS
005096,24,MA-L,"SALIX TECHNOLOGIES, INC."
005097,24,MA-L,MMC-EMBEDDED COMPUTERTECHNIK GmbH
005098,24,MA-L,"GLOBALOOP, LTD."
005099,24,MA-L,3COM EUROPE LTD
